Transcripciones/colombia.unir.netingeni\Pagina30.txt.csv;Máster Universitario en Ingeniería del Software y Sistemas Informáticos;Virtual;Maestría;Universidad Internacional de La Rioja;La maestría en Ingeniería de Software tiene como objetivo completar la formación de los profesionales TI y dotarles de conocimientos sobre desarrollo web, ciberseguridad e ingeniería de softwar;https://colombia.unir.net/ingenieria/maestria-ingenieria-software/
Transcripciones/colombia.unir.netingeni\Pagina31.txt.csv;Máster Universitario en Inteligencia Artificial;Virtual;Maestría;Universidad Internacional de La Rioja;La Maestría en Inteligencia Artificial es el único posgrado oficial con docencia 100% virtual, que dota al alumno de los conocimientos técnicos y prácticos necesarios para lograr el comportamiento inteligente de las máquinas.;https://colombia.unir.net/ingenieria/maestria-inteligencia-artificial/
Transcripciones/colombia.unir.netingeni\Pagina32.txt.csv;Máster Universitario en Seguridad Informática;Virtual;Maestría;Universidad Internacional de La Rioja;La Maestría en Seguridad Informática de UNIR es la primera maestría oficial con docencia 100% virtual que tiene como objetivo formarte en las principales técnicas de protección frente a ataques y amenazas en sistemas operativos, redes, software de aplicación, sistemas web y bases de datos.;https://colombia.unir.net/ingenieria/maestria-seguridad-informatica/
Transcripciones/colombia.unir.netingeni\Pagina33.txt.csv;Máster Universitario en Análisis y Visualización de Datos Masivos (Visual Analytics and Big Data);Virtual;Maestría;Universidad Internacional de La Rioja;La Maestría en Ciencia de Datos virtual te formará como un profesional del Big Data con un alto dominio en cuatro aspectos clave como son las infraestructuras para el almacenamiento y procesamiento distribuido del dato, minería de datos para aplicar métodos de inteligencia artificial, aprendizaje automático y estadística sobre grandes volúmenes de datos;https://colombia.unir.net/ingenieria/maestria-visual-analytics-big-data/
Transcripciones/colombia.unir.netingeni\Pagina34.txt.csv;Máster Universitario en Internet de las Cosas (IoT);Virtual;Maestría;Universidad Internacional de La Rioja;La Maestría en Internet de las Cosas de UNIR tiene como objetivo formarte para ser capaz de comprender las características y las necesidades de las soluciones tecnológicas empresariales reales y aplicables de Internet de las Cosas con plataformas punteras, como Google Cloud IoT y Microsoft Azure IoT y de liderar proyectos para su implantación en la empresa.;https://colombia.unir.net/ingenieria/maestria-internet-de-las-cosas-iot/
Transcripciones/portal.icetex.gov.coPor\Pagina35.txt.csv;Maestría en diferentes áreas en China;China;Maestría;Gobierno de la República Popular China;Se ofrece la oportunidad a profesionales colombianos de realizar estudios de maestría en diferentes áreas, en universidades y centros de enseñanza superior en China.;https://portal.icetex.gov.co/Portal/Home/HomeEstudiante/becas/becas-para-estudios-en-el-exterior/becas-vigentes/gdes-maestria-diferentes-areas-china/
Transcripciones/portal.icetex.gov.coPor\Pagina36.txt.csv;Doctorados en diferentes áreas en China;China;Doctorado;Gobierno de la República Popular China;Se ofrece la oportunidad a profesionales colombianos de realizar estudios de doctorado en diferentes áreas, en universidades y centros de enseñanza superior en China.;https://portal.icetex.gov.co/Portal/Home/HomeEstudiante/becas/becas-para-estudios-en-el-exterior/becas-vigentes/conv-doctorados-diferentes-areas-china/
Transcripciones/portal.icetex.gov.coPor\Pagina37.txt.csv;Maestrías en diferentes áreas;Virtual;Maestría;Atlantis University;Brindar a los participantes la oportunidad de realizar estudios de Maestría en diferentes áreas en Atlantis University.;https://portal.icetex.gov.co/Portal/Home/HomeEstudiante/becas/becas-para-estudios-en-el-exterior/becas-vigentes/generalidades-maestrias-en-diferentes-areas/
Transcripciones/portal.icetex.gov.coPor\Pagina38.txt.csv;Maestrías en diferentes áreas en la Universidad Nebrija;Virtual;Maestría;Universidad Nebrija;La Universidad Nebrija ofrece a profesionales colombianos la oportunidad de realizar estudios virtuales de maestría con titulación oficial en diferentes áreas.;https://portal.icetex.gov.co/Portal/Home/HomeEstudiante/becas/becas-para-estudios-en-el-exterior/becas-vigentes/generalidades-maestrias-en-diferentes-areas-en-la-universidad-nebrija/
Transcripciones/becas-sin-fronteras.com\Pagina39.txt.csv;Becas Chevening – Reino Unido;Reino Unido;Maestría;Oficina de Relaciones Exteriores del Reino Unido, Commonwealth, Oficina de Desarrollo y varias organizaciones asociadas;La Beca Chevening es una beca internacional que habilita al alumnado con capacidades de liderazgo de 144 países para realizar estudios de posgrado o cursos en universidades en el Reino Unido.;https://becas-sin-fronteras.com/beca/becas-chevening-reino-unido-a0978/
Transcripciones/maastrichtuniversity\Pagina40.txt.csv;Beca de alto potencial de Paises Bajos de la Universidad de Maastricht;Paises Bajos;Maestría;Maastricht University Holland;El programa de becas consta tanto de la beca High Potential Scholarship (financiada por el Fondo de becas de la Universidad de Maastricht) como de la Holland Scholarship, que está financiada por el Ministerio de Educación, Cultura y Ciencia holandés en conjunto con universidades holandesas y universidades de ciencias aplicadas. Está dirigido a estudiantes internacionales de fuera de la UE / EEE que deseen seguir un programa de grado completo en los Países Bajos.;https://www.maastrichtuniversity.nl/support/your-studies-begin/coming-maastricht-university-abroad/scholarships/maastricht-university
Transcripciones/ox.ac.ukadmissions\Pagina41.txt.csv;Maestría en Ciencias de la Computación Avanzada;Reino Unido;Maestría;Universidad de Oxford;La Maestría en Ciencias de la Computación Avanzada en Oxford ha sido diseñada para enseñar una variedad de temas avanzados a graduados de ciencias de la computación y otras disciplinas matemáticas.;https://www.ox.ac.uk/admissions/graduate/courses/msc-advanced-computer-science
Transcripciones/ox.ac.ukadmissions\Pagina42.txt.csv;Maestría en software y seguridad de sistemas;Reino Unido;Maestría;Universidad de Oxford;La Maestría en Software y Seguridad de Sistemas enseña los principios de seguridad de sistemas, con un énfasis particular en las propiedades de seguridad y las implicaciones del software y las tecnologías de la información.;https://www.ox.ac.uk/admissions/graduate/courses/msc-software-and-systems-security
Transcripciones/qutech.nlacademyjoins\Pagina43.txt.csv;Becas QuTech para estudiantes internacionales de maestría;Virtual;Maestría;QuTech;QuTech ofrece becas para solicitantes internacionales excelentes interesados ??en una carrera de maestría en cuántica. Por año, QuTech ofrece 6 becas completas, dos para cada división: Qubit Research , Quantum Internet y Quantum Computing . Cuando un estudiante completa el programa de maestría y recibe un 9 (90%) o más para el proyecto de tesis de maestría, se le ofrecerá un puesto de doctorado en la misma hoja de ruta.;https://qutech.nl/academy/join/scholarships/?cn-reloaded=1
Transcripciones/study.buenosaires.gob.ar\Pagina44.txt.csv;Becas Study Buenos Aires;Buenos Aires;Maestría, Especialización, Doctorado;Gobierno de la Ciudad de Buenos Aires, Provincia de Buenos Aires y 19 Universidades de la Ciudad de Buenos Aires;Se brindan 46 becas para que los/as seleccionados/as puedan realizar una Especialización, Maestría, o Doctorado en alguna de las universidades con las que Study Buenos Aires tiene convenio. El programa brinda la posibilidad de aplicar a un posgrado y obtener una beca académica completa, teniendo 100% cubierto el valor de la matrícula y los aranceles del posgrado. Hay una oferta disponible de 159 programas distribuidos en 13 áreas de conocimiento diferentes.;https://study.buenosaires.gob.ar/es/articulos/view/Noticias/73
Transcripciones/shu.ac.ukInternatio\Pagina45.txt.csv;Becas Transform Together;Inglaterra;Pregrado / Licenciatura, Maestría, Doctorado;Sheffield Hallam University;Las becas Transform Together son exclusivamente para estudiantes internacionales que comienzan un curso impartido a tiempo completo en 2021–22. Una exención de la mitad de la tarifa (50% de descuento) está disponible para cursos impartidos de pregrado y posgrado durante el primer año de estudio. ;https://www.shu.ac.uk/International/Fees-scholarships-and-discounts/Scholarships-discounts-and-bursaries/Transform-Together-Scholarships
Transcripciones/oij.orgbecas-oij-eadic-\Pagina46.txt.csv;Becas OIJ – EADIC;Virtual;Maestría;EADIC;EADIC aporta al Organismo internacional de Juventud becas al 60% para apoyar la labor de integración y desarrollo de las juventudes del espacio Iberoamericano dando acceso a la formación superior. ;https://oij.org/becas-oij-eadic-octubre-2021/
Transcripciones/scholarshipsads.com\Pagina47.txt.csv;Becas De Ciencias De La Computación Donald Davies En La Universidad Royal Holloway De Londres;Reino Unido;Pregrado / Licenciatura;Royal Holloway University of London;Las becas de Ciencias de la Computación Donald Davies en la Universidad Royal Holloway de Londres, Reino Unido están abiertas para estudiantes internacionales. La beca permite programas de nivel universitario en el campo de la informática que se imparten en la Universidad Royal Holloway de Londres.;https://www.scholarshipsads.com/donald-davies-computer-science-scholarships-at-royal-holloway-university-of-london-uk-2022-23/
Transcripciones/sfs.opm.govStudDefa\Pagina48.txt.csv;Programa SFS;Estados Unidos;Pregrado / Licenciatura, Maestría, Doctorado;CyberCorps Scholarship for Service;Los programas de estudio son variados y cubren campos como Ciencias de la Computación / Ingeniería, Seguridad de las Tecnologías Emergentes (por ejemplo, Internet de las cosas, implantes médicos), Ciber-Derecho y Privacidad, y Política.;https://www.sfs.opm.gov/StudDefault.aspx
Transcripciones/sfs.opm.govContacts\Pagina49.txt.csv;Programa SFS;Estados Unidos;Pregrado / Licenciatura, Maestría, Doctorado;CyberCorps Scholarship for Service;Los programas de estudio son variados y cubren campos como Ciencias de la Computación / Ingeniería, Seguridad de las Tecnologías Emergentes (por ejemplo, Internet de las cosas, implantes médicos), Ciber-Derecho y Privacidad, y Política.;https://www.sfs.opm.gov/ContactsPI.aspx
Transcripciones/scholarshipsads.com\Pagina50.txt.csv;Becas Del Gobierno Ruso Anunciadas - Olimpiada De Puertas Abiertas;Rusia;Maestría, Doctorado;Gobierno de la Federación de Rusia;El concurso está dirigido a posibles solicitantes de programas de maestría y doctorado y permite a los ganadores y finalistas estudiar en cualquier universidad rusa (incluidas las principales universidades rusas), con tasas de matrícula cubiertas por el estado, lo que implica un descuento del 100% en la matrícula;https://www.scholarshipsads.com/russian-government-scholarships-announced-open-doors-olympiad-2021-2022-/
Transcripciones/scholarships.adelaide.ed\Pagina51.txt.csv;Centro de capacitación ARC para operaciones integradas para recursos complejos;Australia;Doctorado;University of Adelaide;El Centro de Capacitación para Operaciones Integradas para Recursos Complejos está financiado por el Consejo de Investigación de Australia para apoyar a 16 estudiantes de grado superior por investigación (HDR) a tiempo completo que realizarán investigaciones interdisciplinarias;https://scholarships.adelaide.edu.au/Scholarships/postgraduate-research/faculty-of-engineering-computer-and-mathematical-sciences/arc-0
Transcripciones/scholarshipsads.com\Pagina52.txt.csv;Beca Del 85% Para Programas En Línea En La Universidad Internacional De Ciencias Aplicadas De IU, Alemania;Virtual;Pregrado / Licenciatura, Maestría;IU International University of Applied Sciences;La beca del 85% para programas en línea en la Universidad Internacional de Ciencias Aplicadas de IU, Alemania, está abierta para estudiantes internacionales, excepto en Alemania, Suiza y Austria. La beca permite programas de licenciatura, maestría en el campo de la ciencia de datos, informática, inteligencia artificial, big data, finanzas, contabilidad, gestión de ingeniería que se imparte en la Universidad Internacional de Ciencias Aplicadas de IU, Universidad Internacional de Ciencias Aplicadas de IU.;https://www.scholarshipsads.com/scholarship-for-online-programs-at-iubh-university-of-applied-sciences-germany/
Transcripciones/utwente.nleneducat\Pagina53.txt.csv;Beca de la universidad de Twente (UTS);Paises Bajos;Maestría;University of Twente;La beca University Twente Scholarship (UTS) es una beca para estudiantes excelentes tanto de países de la UE / EEE como de países no pertenecientes a la UE / EEE, que solicitan un programa de posgrado (MSc) en la Universidad de Twente.;https://www.utwente.nl/en/education/scholarship-finder/university-of-twente-scholarship/
Transcripciones/gla.ac.ukpostgradua\Pagina54.txt.csv;Postgrado enseñado en ciencias de la computación;Reino Unido;Maestría;University of Glasgow;La Maestría en Ciencias de la Computación le brinda una base sólida en ciencias de la computación avanzada, junto con la experiencia en la realización de un proyecto de desarrollo, lo que lo prepara para puestos de responsabilidad en la industria de TI.;https://www.gla.ac.uk/postgraduate/taught/computingsciencemsc/#
Transcripciones/scholarshipsads.com\Pagina55.txt.csv;Programa De Ayuda De Nueva Zelanda, Becas Para Estudiantes Internacionales;Nueva Zelanda;Pregrado / Licenciatura, Maestría, Doctorado;Gobierno de Nueva Zelanda;El programa de ayuda de Nueva Zelanda 2021-2022 Becas para estudiantes internacionales está abierto para estudiantes internacionales, varias regiones de los países de la Commonwealth. La beca permite programas de pregrado, doctorado, licenciatura, maestría, posgrado en el campo de una amplia gama de materias, varía según la nacionalidad del estudiante;https://www.scholarshipsads.com/new-zealand-aid-programme-2021-2022-scholarships-for-international-students/
Transcripciones/gla.ac.ukpostgradua\Pagina56.txt.csv;Postgrado enseñado Maestría en ingenieria de sistemas computacionales  ;Glasgow;Maestría;University of Glasgow;Serás enseñado conjuntamente por las Escuelas de Ingeniería y Ciencias de la Computación. Se beneficiará de sus recursos y experiencia combinados y de un plan de estudios centrado en la industria;https://www.gla.ac.uk/postgraduate/taught/computersystemsengineering/
Transcripciones/gla.ac.ukpostgradua\Pagina57.txt.csv;Postgrado enseñado maestria en analisis de datos;Glasgow;Maestría;University of Glasgow;Este Máster le proporcionará una base sólida en métodos de vanguardia para aprender de los datos, tanto en términos de modelado estadístico como de cálculo;https://www.gla.ac.uk/postgraduate/taught/dataanalytics/
Transcripciones/gla.ac.ukpostgradua\Pagina58.txt.csv;Postgrado enseñado en ciencias de datos;Glasgow;Maestría;University of Glasgow;La Maestría en Ciencia de Datos es una versión especializada de la Maestría (Ciencias de la Computación) que le proporcionará una base sólida en el análisis y uso de grandes conjuntos de datos junto con la experiencia en la realización de un proyecto de investigación o desarrollo sustancial centrado en técnicas de Ciencia de Datos;https://www.gla.ac.uk/postgraduate/taught/datascience/
Transcripciones/gla.ac.ukpostgradua\Pagina59.txt.csv;Postgrado enseñado en robotica e inteligencia artificial;Glasgow;Maestría;University of Glasgow;El Máster en Robótica e Inteligencia Artificial le presenta las principales tecnologías subyacentes al desarrollo de sistemas robóticos e inteligentes, incluido el aprendizaje automático y la inteligencia artificial (IA), que detectan e interactúan con su entorno físico.;https://www.gla.ac.uk/postgraduate/taught/roboticsai/
Transcripciones/gla.ac.ukpostgradua\Pagina60.txt.csv;Postgrado enseñado maestria en desarrollo de software;Glasgow;Maestría;University of Glasgow;La Maestría en Desarrollo de Software es una versión especializada de la Maestría (Tecnología de la Información), destinada a estudiantes sin experiencia en ciencias de la computación.;https://www.gla.ac.uk/postgraduate/taught/softwaredevelopment/
Transcripciones/iamcybersafe.orgsunder\Pagina61.txt.csv;Becas de pregrado Cybersafe;Estados Unidos;Pregrado / Licenciatura;Center for Cyber Safety and Education;Los aspirantes a profesionales de la seguridad de la información tienen la oportunidad de aliviar parte de su carga financiera educativa con la Beca de pregrado en seguridad de la información (ISC) ², que ofrece a los estudiantes de pregrado que estudian seguridad de la información hasta US $ 5,000 por destinatario.;https://iamcybersafe.org/s/undergraduate-scholarships
